id,make,model,type,country,engine,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
,,,,,,"45,822","61,052","76,283","91,513","106,744","117,158","127,572","136,684","147,098","156,210"
561,Porsche,Cayenne,"Turbo S E-Hybrid 
(Coupe)",USA/EU,4000,"38,800","54,100","69,400","84,700","100,000","110,000","120,000","130,000","140,000","150,000"
,,,,,,"50,508","70,425","90,341","110,258","130,175","143,193","156,210","169,228","182,245","195,263"
562,Porsche,Cayenne,Turbo GT (Coupe),USA/EU,4000,"41,800","60,100","78,400","96,700","115,000","125,000","135,000","145,000","155,000","165,000"
,,,,,,"54,413","78,235","102,057","125,879","149,701","162,719","175,736","188,754","201,771","214,789"
563,Porsche,Panamera,"GTS (Sport 
Turismo)",USA/EU,4000,"36,000","48,500","61,000","73,500","86,000","94,000","102,000","110,000","118,000","125,000"
,,,,,,"46,863","63,135","79,407","95,679","111,951","122,365","132,779","143,193","153,607","162,719"
564,Porsche,Panamera,"Turbo S 
(Executive)",USA/EU,4000,"40,800","58,100","75,400","92,700","110,000","120,000","130,000","137,000","145,000","155,000"
,,,,,,"53,111","75,632","98,152","120,672","143,193","156,210","169,228","178,340","188,754","201,771"
565,Porsche,Panamera,"Turbo S E-Hybrid 
(Executive)",USA/EU,4000,"41,800","60,100","78,400","96,700","115,000","125,000","135,000","145,000","155,000","163,000"
,,,,,,"54,413","78,235","102,057","125,879","149,701","162,719","175,736","188,754","201,771","212,185"
566,Porsche,911,GT3,USA/EU,4000,"41,800","60,100","78,400","96,700","115,000","125,000","135,000","145,000","150,000","155,000"
,,,,,,"54,413","78,235","102,057","125,879","149,701","162,719","175,736","188,754","195,263","201,771"
567,Rivian,R1S,-,USA/EU,Electric,-,-,-,-,-,-,-,"70,000","75,000","80,000"
,,,,,,,,,,,,,"44,345","47,513","50,680"
568,Rolls-Royce,Spectre,-,USA/EU,Electric,-,-,-,-,-,-,-,"270,000","300,000","330,000"
,,,,,,,,,,,,,"171,045","190,050","209,055"
569,Rolls-Royce,Ghost,-,USA/EU,6600,"77,360","103,020","128,680","154,340","180,000","200,000","220,000","240,000","260,000","280,000"
,,,,,,"100,703","134,106","167,509","200,912","234,315","260,350","286,385","312,420","338,455","364,490"
570,Rolls-Royce,Wraith/ Dawn,-,USA/EU,6600,"81,360","111,020","140,680","170,340","200,000","220,000",-,-,-,-
,,,,,,"105,910","144,520","183,130","221,740","260,350","286,385",,,,
571,Rolls-Royce,Ghost,-,USA/EU,6.75l/6.8l,"79,360","107,020","134,680","162,340","190,000","210,000","230,000","250,000","270,000","290,000"
,,,,,,"103,307","139,313","175,320","211,326","247,333","273,368","299,403","325,438","351,473","377,508"
572,Rolls-Royce,Cullinan,-,USA/EU,6.75l/6.8l,"85,360","119,020","152,680","186,340","220,000","240,000","260,000","280,000","300,000","330,000"
,,,,,,"111,117","154,934","198,751","242,568","286,385","312,420","338,455","364,490","390,525","429,578"
573,Rolls-Royce,Phantom,-,USA/EU,6.75l/6.8l,"89,360","127,020","164,680","202,340","240,000","260,000","280,000","300,000","330,000","360,000"
,,,,,,"116,324","165,348","214,372","263,396","312,420","338,455","364,490","390,525","429,578","468,630"
574,Smart,Fortwo EV,-,USA/EU,Electric,"6,000","7,000","8,000","9,000","10,000","12,000","14,000","16,000","18,000","20,000"
,,,,,,"3,801","4,435","5,068","5,702","6,335","7,602","8,869","10,136","11,403","12,670"
575,Smart,Fortwo,-,USA/EU,898,"6,200","6,600","7,000","7,400","7,800","8,200","8,600","9,000","9,400","10,000"
,,,,,,"4,848","5,161","5,474","5,787","6,100","6,412","6,725","7,038","7,351","7,820"
576,Smart,Fortwo,-,USA/EU,1000,"6,500","7,000","7,500","8,000","8,500","9,000","10,000","11,000","12,000","13,000"
,,,,,,"5,083","5,474","5,865","6,256","6,647","7,038","7,820","8,602","9,384","10,166"
577,Ssangyong,Tivoli/ Korando,-,Korea,1500,-,-,-,-,"7,500","8,000","8,500","9,000","9,500","10,000"
,,,,,,,,,,"9,206","9,820","10,434","11,048","11,661","12,275"
578,Ssangyong,Torres,-,Korea,1500,-,-,-,-,"8,000","8,500","9,000","9,500","10,000","12,000"
,,,,,,,,,,"9,820","10,434","11,048","11,661","12,275","14,730"
579,Ssangyong,Tivoli,-,Korea,1600,-,-,-,-,"8,000","8,500","9,000","9,500","10,000","10,500"
,,,,,,,,,,"9,820","10,434","11,048","11,661","12,275","12,889"
580,Ssangyong,Rexton,-,Korea,2157,"15,000","15,100","15,200","15,300","15,400","15,500","15,600","15,700","15,800","16,000"
,,,,,,"18,413","18,535","18,658","18,781","18,904","19,026","19,149","19,272","19,395","19,640"
581,Subaru,Solterra,-,Japan/USA,Electric,-,-,-,-,"28,000","31,000","34,000","37,000","40,000","43,000"
,,,,,,,,,,"17,738","19,639","21,539","23,440","25,340","27,241"
582,Subaru,Impreza,-,Japan/USA,2000,-,-,-,-,"15,000","16,000","17,000","18,000","19,000","20,000"
,,,,,,,,,,"18,413","19,640","20,868","22,095","23,323","24,550"
583,Subaru,Crosstrek/ Forester,-,Japan/USA,2000,-,-,-,-,"15,000","16,000","17,000","18,000","19,000","20,000"
,,,,,,,,,,"18,413","19,640","20,868","22,095","23,323","24,550"
584,Subaru,BRZ,-,Japan/USA,2400,-,-,-,-,"22,000","23,000","24,000","25,000","26,000","27,000"
,,,,,,,,,,"27,005","28,233","29,460","30,688","31,915","33,143"
585,Subaru,"Ascent/ Legacy/ 
Outback/ WRX",-,Japan/USA,2400,-,-,-,-,"24,000","26,000","28,000","30,000","32,000","34,000"
,,,,,,,,,,"29,460","31,915","34,370","36,825","39,280","41,735"
586,Subaru,"Crosstrek/ Forester/ 
Legacy/ Outback",-,Japan/USA,2500,-,-,-,-,"22,000","23,000","24,000","25,000","26,000","27,000"
,,,,,,,,,,"27,005","28,233","29,460","30,688","31,915","33,143"
587,Suzuki,Celerio,-,"Thailand
India",1000,"5,800","5,900","6,000","6,100","6,200","6,300","6,400","6,500","6,600","6,700"
,,,,,,"4,536","4,614","4,692","4,770","4,848","4,927","5,005","5,083","5,161","5,239"
588,Suzuki,Swift,-,Thailand,1200,"8,000","8,100","8,200","8,200","8,400","8,600","8,800","9,000","9,200","9,500"
,,,,,,"9,820","9,943","10,066","10,066","10,311","10,557","10,802","11,048","11,293","11,661"
589,Suzuki,Jimny,-,Japan,1462,"8,000","8,100","8,200","8,500","8,800","9,100","9,400","9,700","10,000","10,500"
,,,,,,"9,820","9,943","10,066","10,434","10,802","11,170","11,539","11,907","12,275","12,889"
590,Tesla,3,2WD,China,Electric,"14,000","16,000","18,000","20,000","23,000","25,000","28,000","31,000","34,000","37,000"
,,,,,,"8,869","10,136","11,403","12,670","14,571","15,838","17,738","19,639","21,539","23,440"
591,Tesla,3,4WD,China,Electric,"14,000","16,000","18,000","21,000","25,000","28,000","31,000","34,000","37,000","40,000"
,,,,,,"8,869","10,136","11,403","13,304","15,838","17,738","19,639","21,539","23,440","25,340"
592,Tesla,3,-,USA,Electric,"14,000","16,000","18,000","21,000","24,000","28,000","32,000","36,000","40,000","44,000"
,,,,,,"8,869","10,136","11,403","13,304","15,204","17,738","20,272","22,806","25,340","27,874"
593,Tesla,Y,2WD,China,Electric,"19,000","21,000","23,000","25,000","28,000","31,000","34,000","37,000","40,000","43,000"
,,,,,,"12,037","13,304","14,571","15,838","17,738","19,639","21,539","23,440","25,340","27,241"
594,Tesla,Y,4WD,China,Electric,"20,000","23,000","26,000","28,000","31,000","34,000","37,000","40,000","43,000","46,000"
,,,,,,"12,670","14,571","16,471","17,738","19,639","21,539","23,440","25,340","27,241","29,141"
595,Tesla,Y,-,USA,Electric,"20,000","23,000","26,000","28,000","31,000","35,000","39,000","44,000","47,000","51,000"
,,,,,,"12,670","14,571","16,471","17,738","19,639","22,173","24,707","27,874","29,775","32,309"
596,Tesla,S,-,USA,Electric,-,-,-,-,-,"65,000","70,000","75,000","80,000","85,000"
,,,,,(670HP),,,,,,"41,178","44,345","47,513","50,680","53,848"
597,Tesla,S Plaid,-,USA,Electric,-,-,-,-,-,"75,000","83,000","90,000","97,000","105,000"
,,,,,(1020HP),,,,,,"47,513","52,581","57,015","61,450","66,518"
598,Tesla,X,-,USA,Electric,-,-,-,-,-,"65,000","73,000","80,000","87,000","95,000"
,,,,,(670HP),,,,,,"41,178","46,246","50,680","55,115","60,183"
599,Tesla,X Plaid,-,USA,Electric,-,-,-,-,-,"75,000","83,000","90,000","97,000","105,000"
,,,,,(1020HP),,,,,,"47,513","52,581","57,015","61,450","66,518"
600,Tesla,Roadster,-,USA,Electric,-,-,-,-,-,"120,000","135,000","150,000","165,000","180,000"
,,,,,(1360HP),,,,,,"76,020","85,523","95,025","104,528","114,030"
601,Toyota,Coms,-,Japan,Electric,"2,500","3,000","3,500","4,000","5,000","6,000","7,000","8,000","9,000","10,000"
,,,,,,"1,584","1,901","2,217","2,534","3,168","3,801","4,435","5,068","5,702","6,335"
602,Toyota,Mirai,2WD,Japan,Electric,"18,000","21,000","24,000","27,000","30,000","33,000","36,000","39,000","42,000","45,000"
,,,,,,"11,403","13,304","15,204","17,105","19,005","20,906","22,806","24,707","26,607","28,508"
603,Toyota,Mirai,4WD,Japan,Electric,"20,000","23,000","26,000","29,000","32,000","35,000","38,000","42,000","46,000","50,000"
,,,,,,"12,670","14,571","16,471","18,372","20,272","22,173","24,073","26,607","29,141","31,675"
604,Toyota,BZ3/ BZ3C,2WD,China,Electric,-,-,-,-,-,-,-,"23,000","26,000","29,000"
,,,,,,,,,,,,,"14,571","16,471","18,372"
605,Toyota,BZ3/ BZ3C,4WD,China,Electric,-,-,-,-,-,-,-,"25,000","28,000","31,000"
,,,,,,,,,,,,,"15,838","17,738","19,639"
606,Toyota,BZ4X/ BZ3X,2WD,China,Electric,-,-,-,-,-,-,"27,000","30,000","33,000","36,000"
,,,,,,,,,,,,"17,105","19,005","20,906","22,806"
607,Toyota,BZ4X/ BZ3X,4WD,China,Electric,-,-,-,-,-,-,"29,000","32,000","35,000","38,000"
,,,,,,,,,,,,"18,372","20,272","22,173","24,073"
608,Toyota,BZ4X/ BZ3X,-,Japan/USA,Electric,-,-,-,-,-,-,"33,000","36,000","39,000","42,000"
,,,,,,,,,,,,"20,906","22,806","24,707","26,607"
609,Toyota,Wigo,-,Indonesia,1000,-,-,-,-,-,"7,500","8,000","8,500","9,500","10,500"
,,,,,,,,,,,"5,865","6,256","6,647","7,429","8,211"
610,Toyota,Raize/ Vitz/ Belta,-,Indonesia/ Japan,1000,"7,000","7,500","8,000","9,000","10,000","11,000","12,000","13,000","14,000","15,000"
,,,,,,"5,474","5,865","6,256","7,038","7,820","8,602","9,384","10,166","10,948","11,730"
611,Toyota,C-HR,-,Japan/USA,1200,"10,000","11,000","12,000","13,000","14,000","15,000","16,000","17,000","18,000","19,000"
,,,,,,"12,275","13,503","14,730","15,958","17,185","18,413","19,640","20,868","22,095","23,323"
612,Toyota,Vios,-,Thailand,1329,"7,800","8,500","9,200","9,900","10,600","11,300","12,000","12,700","13,400","14,500"
,,,,,,"9,575","10,434","11,293","12,152","13,012","13,871","14,730","15,589","16,449","17,799"
613,Toyota,Avanza/ Yaris,-,Indonesia,1500,"7,800","8,400","9,000","9,600","10,200","10,800","11,400","12,000","12,600","13,500"
,,,,,,"9,575","10,311","11,048","11,784","12,521","13,257","13,994","14,730","15,467","16,571"
614,Toyota,Veloz,-,Indonesia,1500,-,-,-,-,-,"11,500","12,500","13,500","14,500","15,500"
,,,,,,,,,,,"14,116","15,344","16,571","17,799","19,026"
615,Toyota,Yaris Cross,-,Indonesia,1500,-,-,-,-,-,"12,500","13,500","14,500","15,500","16,500"
,,,,,,,,,,,"15,344","16,571","17,799","19,026","20,254"
616,Toyota,Yaris Cross,HEV,Indonesia,1500,-,-,-,-,-,"18,000","19,000","20,000","21,000","22,000"
,,,,,,,,,,,"20,759","21,912","23,065","24,218","25,372"
617,Toyota,Rush,-,Indonesia,1500,"7,400","8,100","8,800","9,500","10,200","10,900","11,600","12,300","13,000","14,000"
,,,,,,"9,084","9,943","10,802","11,661","12,521","13,380","14,239","15,098","15,958","17,185"
618,Toyota,Corolla,-,Thailand,1600,"11,000","12,000","13,000","14,000","15,000","16,000","17,000","18,000","19,000","20,000"
,,,,,,"13,503","14,730","15,958","17,185","18,413","19,640","20,868","22,095","23,323","24,550"
619,Toyota,Corolla Cross/ Levin,-,Thailand,1800,-,-,-,-,"14,500","15,500","16,500","17,500","18,500","19,500"
,,,,,,,,,,"17,799","19,026","20,254","21,481","22,709","23,936"
620,Toyota,Corolla Cross,HEV,Thailand,1800,-,-,-,-,"15,500","17,000","18,500","20,000","21,500","23,000"
,,,,,,,,,,"17,875","19,605","21,335","23,065","24,795","26,525"
621,Toyota,Prius,-,Japan/USA,1800,"13,000","14,000","15,000","16,000","17,000","18,000","19,000","21,000",-,-
,,,,,,"14,992","16,146","17,299","18,452","19,605","20,759","21,912","24,218",,
622,Toyota,"Corolla/ Corolla 
Cross/ C-HR",-,Japan/USA,2000,"14,000","15,000","16,000","17,000","18,000","19,000","20,000","21,000","22,000","23,000"
,,,,,,"17,185","18,413","19,640","20,868","22,095","23,323","24,550","25,778","27,005","28,233"
623,Toyota,Camry/ 86/ GR86,-,Thailand,2000,"14,000","15,000","16,000","17,000","18,000","19,000","20,000","21,000","23,000","25,000"
,,,,,,"17,185","18,413","19,640","20,868","22,095","23,323","24,550","25,778","28,233","30,688"
624,Toyota,Prius,LE,Japan/USA,2000,-,-,-,-,-,-,"20,000","22,000","24,000","26,000"
,,,,,,,,,,,,"23,065","25,372","27,678","29,985"
625,Toyota,Prius,XLE/ SE,Japan/USA,2000,-,-,-,-,-,-,"23,000","25,000","27,000","29,000"
,,,,,,,,,,,,"26,525","28,831","31,138","33,444"
626,Toyota,Prius,Limited/ XSE,Japan/USA,2000,-,-,-,-,-,-,"26,000","28,000","30,000","32,000"
,,,,,,,,,,,,"29,985","32,291","34,598","36,904"
627,Toyota,GR Supra,-,Japan/USA,2000,"23,000","25,000","27,000","29,000","31,000","33,000","35,000","37,000","39,000","41,000"
,,,,,,"28,233","30,688","33,143","35,598","38,053","40,508","42,963","45,418","47,873","50,328"
628,Toyota,Innova,-,Thailand,2400,"15,300","16,100","16,900","17,700","18,500","19,300","20,100","20,900","21,700","23,000"
,,,,,,"18,781","19,763","20,745","21,727","22,709","23,691","24,673","25,655","26,637","28,233"
629,Toyota,Fortuner/ 86/ GR86,-,Thailand,2400,"19,000","20,000","21,000","22,000","23,000","24,000","25,000","26,000","27,000","28,000"
,,,,,,"23,323","24,550","25,778","27,005","28,233","29,460","30,688","31,915","33,143","34,370"
630,Toyota,Grand Highlander,-,Japan/USA,2400,-,-,-,-,-,-,-,-,"37,000","40,000"
,,,,,,,,,,,,,,"45,418","49,100"
631,Toyota,"LAND CRUISER/ 
LAND CRUISER",1958/ TXR,Japan/China,2400,-,-,-,-,-,-,-,-,"35,000","38,000"
,,,,,,,,,,,,,,"42,963","46,645"
632,Toyota,"LAND CRUISER/ 
LAND CRUISER","Base/ GXR/GXL/GXL 
First Edition",Japan/China,2400,-,-,-,-,-,-,-,-,"38,000","41,000"
,,,,,,,,,,,,,,"46,645","50,328"
633,Toyota,"LAND CRUISER/ 
LAND CRUISER 
PRADO","First 
Edition/VX/VXL/ZX/A
DV/ADV First Edition",Japan/China,2400,-,-,-,-,-,-,-,-,"41,000","44,000"
,,,,,,,,,,,,,,"50,328","54,010"
634,Toyota,Camry,-,Thailand,2500,"18,500","19,500","20,500","21,500","22,500","23,500","24,500","25,500","26,500","28,000"
,,,,,,"22,709","23,936","25,164","26,391","27,619","28,846","30,074","31,301","32,529","34,370"
,Toyota,Camry,-,HYBRID,2500,"18,500","19,500","20,500","21,500","22,500","23,500","24,500","25,500","26,500","28,000"
,,,,,,"21,335","22,488","23,642","24,795","25,948","27,101","28,255","29,408","30,561","32,291"
635,Toyota,"RAV4/ Venza/ 
Avalon",-,Japan/USA,2500,"18,700","20,000","21,300","22,600","23,900","25,200","26,500","27,800","29,100","31,000"
,,,,,,"22,954","24,550","26,146","27,742","29,337","30,933","32,529","34,125","35,720","38,053"
636,Toyota,Sienna/ Highlander,-,Japan/USA,2500,"20,000","22,000","24,000","26,000","28,000","30,000","32,000","34,000","36,000","38,000"
,,,,,,"24,550","27,005","29,460","31,915","34,370","36,825","39,280","41,735","44,190","46,645"
,Toyota,Sienna/ Highlander,-,HYBRID,2500,"20,000","22,000","24,000","26,000","28,000","30,000","32,000","34,000","36,000","38,000"
,,,,,,"23,065","25,372","27,678","29,985","32,291","34,598","36,904","39,211","41,517","43,824"
637,Toyota,Alphard/ Vellfire,5 - 7 កៅអី,Japan/USA,2.4l/2.5l,"22,000","24,000","26,000","28,000","31,000","35,000","39,000","43,000","48,000","53,000"
,,,,,,"27,005","29,460","31,915","34,370","38,053","42,963","47,873","52,783","58,920","65,058"
,Toyota,Alphard/ Vellfire,5 - 7 កៅអី,HYBRID,2.4l/2.5l,"22,000","24,000","26,000","28,000","31,000","35,000","39,000","43,000","48,000","53,000"
,,,,,,"25,372","27,678","29,985","32,291","35,751","40,364","44,977","49,590","55,356","61,122"
638,Toyota,Alphard/ Vellfire,"Executive Lounge 
(4-7កៅអី)/ 4-7កៅអី",Japan/USA,2.4l/2.5l,"24,000","26,000","28,000","31,000","35,000","39,000","43,000","47,000","50,000","63,000"
,,,,,,"29,460","31,915","34,370","38,053","42,963","47,873","52,783","57,693","61,375","77,333"
,Toyota,Alphard/ Vellfire,"Executive Lounge 
(4-7កៅអី)/ 4-7កៅអី",Japan/USA,2.4l/2.5l,"24,000","26,000","28,000","31,000","35,000","39,000","43,000","47,000","50,000","63,000"
,,,,,,"27,678","29,985","32,291","35,751","40,364","44,977","49,590","54,203","57,663","72,655"
639,Toyota,Crown,-,Japan/USA,2.4l/2.5l,"26,000","28,000","30,000","32,000","35,000","38,000","41,000","44,000","47,000","50,000"
,,,,,,"31,915","34,370","36,825","39,280","42,963","46,645","50,328","54,010","57,693","61,375"
,Toyota,Crown,-,Japan/USA,2.4l/2.5l,"26,000","28,000","30,000","32,000","35,000","38,000","41,000","44,000","47,000","50,000"
,,,,,,"29,985","32,291","34,598","36,904","40,364","43,824","47,283","50,743","54,203","57,663"
640,Toyota,Land Cruiser Prado,-,Japan/USA,2.7l (161HP),"22,000","23,000","24,000","25,000","26,000","27,000","28,000","29,000",-,-
,,,,,,"27,005","28,233","29,460","30,688","31,915","33,143","34,370","35,598",,
641,Toyota,Fortuner,-,Thailand,2755,"22,000","23,000","24,000","25,000","26,000","27,000","28,000","29,000","31,000","33,000"
,,,,,,"27,005","28,233","29,460","30,688","31,915","33,143","34,370","35,598","38,053","40,508"
642,Toyota,Granvia/ Hiace,-,Japan/USA,2800,"23,000","24,000","26,000","28,000","30,000","32,000","34,000","35,000","36,000","38,000"
,,,,,,"28,233","29,460","31,915","34,370","36,825","39,280","41,735","42,963","44,190","46,645"
643,Toyota,Land Cruiser Prado,-,Japan/USA,2.8l/ 3.0l,"25,000","27,000","29,000","31,000","33,000","35,000","37,000","40,000","43,000","46,000"
,,,,,,"30,688","33,143","35,598","38,053","40,508","42,963","45,418","49,100","52,783","56,465"
644,Toyota,GR Supra,-,Japan/USA,3000,"25,000","28,000","31,000","34,000","37,000","40,000","43,000","46,000","49,000","53,000"
,,,,,,"30,688","34,370","38,053","41,735","45,418","49,100","52,783","56,465","60,148","65,058"
645,Toyota,Land Cruiser,AX/ EX/ GX/ GXR,Japan/USA,3.3l (304HP),-,-,-,-,-,-,"40,000","42,000","45,000","48,000"
,,,,,,,,,,,,"52,070","54,674","58,579","62,484"
646,Toyota,Land Cruiser,VX/ VXR/ ZX,Japan/USA,3.3l (304HP),-,-,-,-,-,-,"42,000","44,000","47,000","50,000"
,,,,,,,,,,,,"54,674","57,277","61,182","65,088"
647,Toyota,Land Cruiser,GR Sport,Japan/USA,3.3l (304HP),-,-,-,-,-,-,"44,000","46,000","49,000","52,000"
,,,,,,,,,,,,"57,277","59,881","63,786","67,691"
648,Toyota,Sienna/ Highlander,-,Japan/USA,3500,"24,700","26,300","27,900","29,500","31,100","32,700","34,300","35,900","37,500","40,000"
,,,,,,"32,153","34,236","36,319","38,402","40,484","42,567","44,650","46,733","48,816","52,070"
649,Toyota,Granvia/ Hiace,-,Japan/USA,3500,"25,000","27,000","29,000","31,000","33,000","35,000","37,000","39,000","41,000","43,000"
,,,,,,"32,544","35,147","37,751","40,354","42,958","45,561","48,165","50,768","53,372","55,975"
650,Toyota,Alphard/ Vellfire,5 - 7 កៅអី,Japan/USA,3500,"29,000","32,000","35,000","38,000","41,000","44,000","47,000","50,000","53,000","56,000"
,,,,,,"37,751","41,656","45,561","49,467","53,372","57,277","61,182","65,088","68,993","72,898"
651,Toyota,Alphard/ Vellfire,"Executive Lounge 
(4-7កៅអី)/ 4 កៅអី",Japan/USA,3500,"32,000","35,000","38,000","41,000","44,000","47,000","50,000","53,000","56,000","62,000"
,,,,,,"41,656","45,561","49,467","53,372","57,277","61,182","65,088","68,993","72,898","80,709"
652,Toyota,Sequoia,-,Japan/USA,3500,-,-,-,-,-,-,-,"45,000","50,000","55,000"
,,,,,,,,,,,,,"58,579","65,088","71,596"
653,Toyota,Land Cruiser,AX/ EX/ GX/ GXR,Japan/USA,3.5l (409HP),-,-,-,-,-,-,"40,000","42,000","45,000","48,000"
,,,,,,,,,,,,"52,070","54,674","58,579","62,484"
654,Toyota,Land Cruiser,VX/ VXR/ ZX,Japan/USA,3.5l (409HP),-,-,-,-,-,-,"42,000","44,000","47,000","50,000"
,,,,,,,,,,,,"54,674","57,277","61,182","65,088"
655,Toyota,Land Cruiser,GR Sport,Japan/USA,3.5l (409HP),-,-,-,-,-,-,"44,000","46,000","49,000","52,000"
,,,,,,,,,,,,"57,277","59,881","63,786","67,691"
656,Toyota,Coaster,Motorhome,Japan/China,4000,-,-,-,-,-,"45,000","50,000","55,000","60,000","65,000"
,,,,,,,,,,,"58,579","65,088","71,596","78,105","84,614"
657,Toyota,FJ Cruiser,GXR,Japan/USA,4000,"24,800","26,500","28,200","29,900","31,600","33,300","35,000","36,700","38,400","41,000"
,,,,,,"32,283","34,496","36,709","38,922","41,135","43,348","45,561","47,774","49,987","53,372"
658,Toyota,FJ Cruiser,Adventure,Japan/USA,4000,"30,000","32,000","34,000","36,000","38,000","40,000","42,000","44,000","46,000","48,000"
,,,,,,"39,053","41,656","44,260","46,863","49,467","52,070","54,674","57,277","59,881","62,484"
659,Toyota,4Runner,-,Japan/USA,4.0l (271HP),"24,000","26,000","28,000","30,000","32,000","34,000","36,000","38,000","40,000","42,000"
,,,,,,"31,242","33,846","36,449","39,053","41,656","44,260","46,863","49,467","52,070","54,674"
660,Toyota,Land Cruiser​ Prado,-,Japan/USA,4.0l (271HP),"29,000","31,000","33,000","35,000","37,000","39,000","41,000","43,000","45,000","47,000"
,,,,,,"37,751","40,354","42,958","45,561","48,165","50,768","53,372","55,975","58,579","61,182"
661,Toyota,Land Cruiser,-,Japan/USA,4.0l (271HP),"32,000","34,000","36,000","38,000","40,000","42,000","44,000","46,000","49,000","52,000"
,,,,,,"41,656","44,260","46,863","49,467","52,070","54,674","57,277","59,881","63,786","67,691"
662,Toyota,Land Cruiser,-,Japan/USA,4500,"38,000","40,000","42,000","44,000","47,000","50,000",-,-,-,-
,,,,,,"49,467","52,070","54,674","57,277","61,182","65,088",,,,
663,Toyota,Land Cruiser,-,Japan/USA,4600,"40,000","42,000","44,000","46,000","49,000","52,000",-,-,-,-
,,,,,,"52,070","54,674","57,277","59,881","63,786","67,691",,,,
664,Toyota,Land Cruiser,-,Japan/USA,5.7l (381HP),"52,000","54,000","56,000","58,000","60,000","62,000",-,-,-,-
,,,,,,"67,691","70,295","72,898","75,502","78,105","80,709",,,,
665,VinFast,VF8,Eco/ City Edition,Vietnam,Electric​,-,-,-,-,-,-,-,"36,000","39,000","42,000"
,,,Eco,,(349HP),,,,,,,,"22,806","24,707","26,607"
666,VinFast,VF8,Plus/ City Edition,Vietnam,Electric​,-,-,-,-,-,-,-,"41,000","44,000","47,000"
,,,Plus,,(402HP),,,,,,,,"25,974","27,874","29,775"
667,VinFast,VF9,Eco,Vietnam,Electric​,-,-,-,-,-,-,-,"62,000","65,000","69,000"
,,,,,(402HP),,,,,,,,"39,277","41,178","43,712"
668,VinFast,VF9,Plus,Vietnam,Electric​,-,-,-,-,-,-,-,"66,000","71,000","76,000"
,,,,,(402HP),,,,,,,,"41,811","44,979","48,146"
669,Volkswagen,ID.3,2WD,China,Electric,-,-,-,-,-,-,-,"16,000","18,000","20,000"
,,,,,,,,,,,,,"10,136","11,403","12,670"
670,Volkswagen,ID.3,4WD,China,Electric,-,-,-,-,-,-,-,"18,000","20,000","22,000"
,,,,,,,,,,,,,"11,403","12,670","13,937"
671,Volkswagen,ID.4/ ID.UNYX,2WD,China,Electric,-,-,-,-,-,"20,000","22,000","24,000","27,000","30,000"
,,,,,,,,,,,"12,670","13,937","15,204","17,105","19,005"
672,Volkswagen,ID.4/ ID.UNYX,4WD,China,Electric,-,-,-,-,-,"22,000","24,000","26,000","29,000","32,000"
,,,,,,,,,,,"13,937","15,204","16,471","18,372","20,272"
673,Volkswagen,ID.6/ ID.7,2WD,China,Electric,-,-,-,-,-,"24,000","27,000","30,000","33,000","36,000"
,,,,,,,,,,,"15,204","17,105","19,005","20,906","22,806"
674,Volkswagen,ID.6/ ID.7,4WD,China,Electric,-,-,-,-,-,"26,000","29,000","32,000","35,000","38,000"
,,,,,,,,,,,"16,471","18,372","20,272","22,173","24,073"
675,Volkswagen,Polo/ Golf,-,USA/EU,1000,-,-,-,-,-,"10,000","10,500","11,000","11,500","12,500"
,,,,,,,,,,,"6,335","6,652","6,969","7,285","7,919"
676,Volkswagen,Golf/ Jetta/ T-roc,-,USA/EU,1400,-,-,-,-,-,"13,000","14,000","15,000","16,000","17,000"
,,,,,,,,,,,"8,236","8,869","9,503","10,136","10,770"
677,Volkswagen,Jetta,-,USA/EU,1500,-,-,-,-,-,"15,000","16,000","17,000","18,000","19,000"
,,,,,,,,,,,"9,503","10,136","10,770","11,403","12,037"
678,Volkswagen,Taos,-,USA/EU,1500,-,-,-,-,-,"18,000","19,000","20,000","21,000","23,000"
,,,,,,,,,,,"11,403","12,037","12,670","13,304","14,571"
679,Volkswagen,"Beetle/ Passat/ T-
roc",-,USA/EU,2000,-,-,-,-,-,"18,000","19,000","20,000","21,000","23,000"
,,,,,,,,,,,"11,403","12,037","12,670","13,304","14,571"
680,Volkswagen,Tiguan/ Jetta/ Golf,-,USA/EU,2000,-,-,-,-,-,"20,000","21,000","22,000","23,000","24,000"
,,,,,,,,,,,"12,670","13,304","13,937","14,571","15,204"
681,Volkswagen,Teramont/ Atlas,-,USA/EU,2000,-,-,-,-,-,"21,000","22,000","24,000","26,000","28,000"
,,,,,,,,,,,"13,304","13,937","15,204","16,471","17,738"
682,Volkswagen,Arteon,-,USA/EU,2000,-,-,-,-,-,"22,000","24,000","26,000","28,000","30,000"
,,,,,,,,,,,"13,937","15,204","16,471","17,738","19,005"
683,Volkswagen,Caravelle,Multivan,USA/EU,2000,-,-,-,-,-,"25,000","27,000","29,000","31,000","33,000"
,,,,,,,,,,,"15,838","17,105","18,372","19,639","20,906"
684,Volkswagen,Viloran,-,China,2000,-,-,-,-,-,"25,000","27,000","29,000","31,000","33,000"
,,,,,,,,,,,"15,838","17,105","18,372","19,639","20,906"
685,Volkswagen,Touareg,-,USA/EU,3000,-,-,-,-,-,"31,000","34,000","37,000","40,000","43,000"
,,,,,,,,,,,"19,639","21,539","23,440","25,340","27,241"
